policy epsilon sequential_nominal_pct sequential_complete_pct proposed_nominal_pct proposed_complete_pct area_gap_pp
fixed11 0.05 16.086434573829507 20.68255873778064 18.761790430457907 17.801406276796207 2.881152460984429
fixed26 0.05 16.086434573829507 21.29994855084868 18.761790430457907 17.904304578974134 3.395643971874546
